var-a;var-b;var-c;var-d;var-e;var-f
0.851374299337928;0.2343479534225775;0.19951782464642429;0.960645859086249;-0.46974020097738856;-0.606631780081367
0.946287943149961;-0.5674731019218514;-0.5369929544105569;0.9729464137716297;0.5544423267399619;0.5059742603605235
0.8882667080369157;-0.2940688930654684;-0.2612116075793234;0.9359307517415373;-0.9773045450470027;0.47001773935914765
0.05527653243179176;1.1213999253449545;0.06198709934233923;0.8364495788754575;-0.12290706905519938;-0.5095580255465161
0.05102783878399253;-0.5022295426354374;-0.0256276881341594;0.34176461765467364;-0.23108321567039236;-0.6260054791168551
0.6628600060706787;1.8391490861005995;1.2190983743775266;0.6903609385030275;0.4939814765522401;0.30846619333158726
0.7927439040150353;-0.49616663370601305;-0.39333307424610275;0.9525774999722991;-0.8737356632522167;0.07776061473385801
0.9272692953489752;-0.20186517128620257;-0.18718337513405722;0.9746294760465418;0.22185359849504097;-0.8159920253868902
0.7818359699394497;-0.43335842516637363;-0.33881520467138415;0.9438403617826969;0.6619957381535949;-0.8619060080647086
0.3303494897971855;-0.8412160126374448;-0.27789528058400265;0.9233508040889474;0.027172666983790825;0.6441967950436285
0.5509582011330996;1.1022724522869507;0.6073060474705887;0.8100734593498339;-0.7209734127433038;0.3634520908395455
0.6426521236013938;-0.965454380233261;-0.6204513076971727;0.6501112606364305;0.39733200803585855;-0.2367406452266144
0.2097024118748928;0.4337315475870648;0.09095455163523733;0.4732835305875051;-0.5426859083225396;-0.5344536779328619
0.8006150668326276;1.9707188208591635;1.5777871804704764;0.8981125761268651;-0.05100895488836269;0.8954294903021285
0.29239454809801746;-0.25076992226789496;-0.07332375809809612;0.4095900155516318;0.20769144594937874;0.6129055350514621
0.45648345994251727;0.5292727308755814;0.24160424744331016;0.49318829148412313;-0.5774965148050076;0.7434496947155682
0.727676560034827;0.86271118921522;0.627774710471686;0.8490943374378556;-0.5255943722446681;-0.3876282583280406
0.5451521902781102;-0.6434410789160704;-0.35077331348600616;0.6007421803645476;-0.7568051671730135;0.44287605787528
0.7251434404250975;1.141319850208318;0.8276206028055166;0.9069734764660313;0.12507659366037735;0.7597606605909757
0.7558108571449274;-0.26327701838231404;-0.19898762893009758;0.9984811663561399;0.3306990186291947;-0.5082908480517357
0.11346660443428336;-0.2047690885589721;-0.023234453171889626;0.24879628676036572;-0.490153704178136;-0.16487422708515004
0.32560945810314057;-1.533336254189118;-0.4992687868164181;0.5874689272588163;0.6594394020787765;0.20470294526229907
0.7819344471199283;-0.32264056993784607;-0.25228377567280824;0.9123185222301051;0.34151536322584763;0.778857665354441
0.47517436178845784;-0.4198892762813228;-0.199520618878795;0.7126381252222784;0.09833455969932685;-0.40800704693764883
0.20263183773649396;-0.7825384395159852;-0.1585672020985723;0.4976319818275366;0.5490640375045908;-0.45925272017587604
0.6420716438558828;0.49619283220138216;0.31859134744104767;0.7964715957708067;-0.5835270371791446;-0.15248280531406805
0.6604588029203495;-0.5275963357166646;-0.3484556443125912;0.9669361612453827;0.0006502056360204433;0.4495274402899696
0.24723738188993982;-0.7988582561262451;-0.19750762374581582;0.9236037224557805;-0.4611947771345301;0.3545613940314042
0.9717827729688329;-1.0744186912012312;-1.0441015750650766;0.9958731333443441;0.4344310672717617;0.08825738933936517
0.6162577376901595;-0.8492323350401934;-0.5233459975652011;0.887498539806537;0.029858869647720786;0.5810151272133649
0.10115907537386537;0.1519087570672368;0.015366949406114811;0.6710138114839058;0.12344495321666325;-0.5137371196855232
0.4196259579963846;0.15309445909401792;0.06424240906126558;0.4625758754982515;0.6214934737992285;-0.41193223027133585
0.6227382297887198;-0.9125767792637471;-0.5682964480649972;0.8549193424372101;-0.4385194053047052;0.46208500465448954
0.4380267450799463;-0.033973805309792354;-0.014881435357828142;0.5686801131779188;-0.27023367222738265;-0.18859970868305512
0.12777310425058386;-1.5132435132476745;-0.1933518211747149;0.3404195006645705;-0.19574783633551757;-0.545521464809722
0.11032073448070456;0.03888251199704074;0.004289547281968341;0.753325320253116;-0.2503182783354491;-0.5473586369733541
0.19127444087670775;0.34638351521789007;0.06625431320221051;0.8668385690121257;0.6547297245651093;0.05204474423133482
0.010832475086413385;-0.40774358107592434;-0.0044168721836499265;0.7922264848575652;-0.7873352214736004;-0.1650582811228753
0.2804664162216435;-0.9046877535702996;-0.2537345320434713;0.7912550335869778;0.008616504313022853;0.8062488684984496
0.4083667032794186;-2.182280007669618;-0.8911704923646262;0.46515883032299576;0.04777550605221804;-0.5599380576768136
0.9059020086913844;-0.3898127747855046;-0.3531321756917508;0.9718651649215263;0.448786483920897;-0.31434110186841246
0.22380633676429929;-1.3340113971916268;-0.2985602040072826;0.7956110219191106;-0.491352816736375;0.11809253307769821
0.8676566487672075;0.5562723131865102;0.4826533710613899;0.9684777870467294;-0.2097091554032241;-0.724377891402357
0.6954853866994631;-0.6362966363059764;-0.44253501215682967;0.880239613804855;0.6608824892052372;0.5417799558612088
0.6252044500743017;0.5087181631913826;0.31805285946087725;0.8922371510345222;-0.4631441748976262;-0.5744996001567265
0.02175151907094397;1.6327552514132484;0.03551490698929919;0.791287698128109;-0.02973694071006593;-0.4558186551251445
0.15165649711603646;1.4488117520110033;0.21972171529053647;0.9364656012537641;-0.13084735807100004;-0.6570165569499017
0.21435877764322664;0.5192838651045846;0.11131305457366894;0.3753038064200439;0.008245617084382754;-0.41787206025607593
0.8198584852324832;0.8337672094223796;0.6835711213535467;0.8217209229984154;0.042206602304407446;-0.5158393487807365
0.8424717782074028;-1.1905956125042747;-1.0030432027924083;0.8555505950835327;0.6126420971822242;0.529492226184954
0.9364110258869063;-0.9242721270971315;-0.8654986107336979;0.9738672627207043;0.5196900277755852;-0.7497686378842439
0.3848429836246551;1.2507718879216327;0.48135078518160385;0.9372899618241203;-0.4378019733632951;-0.5888152175988063
0.9819676877394747;1.740907378823734;1.7095147933521317;0.999699696769834;-0.02446263756358282;-0.8146520610899809
0.041048584907526164;-0.8480934307116709;-0.03481303520008318;0.10107874223522242;-0.36097070336930925;0.5531137920242245
0.4170399918238329;-0.8512236212006689;-0.35499429202578037;0.7306349508701053;-0.6228091912940562;0.40672595215222873
0.04479286947816685;-0.875852819646851;-0.03923196103252581;0.4556644761732843;0.4797177825506367;-0.07783564737053378
0.2709799589179125;0.41636885578782296;0.1128276154360825;0.43070343889970497;0.1435120414152377;-0.7070960311029937
0.01842431530761124;-0.16766290607136122;-0.003089074246849166;0.35124796751490683;0.8444816137710142;-0.05925331332281205
0.13311443202307527;-0.585906938013033;-0.07799266927198405;0.9137967786935303;-0.14977308213104173;-0.6448415693082801
